index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
0,2,Ariel,"['Comedy', 'Drama', 'Romance', 'Crime']",A Finnish man goes to the city to find a job after the mine where he worked is closed and his father commits suicide.,"['prison', 'underdog', 'helsinki, finland', 'factory worker', 'prisoner', 'falling in love']",73,['FI'],1.2503,353,7.1,['Villealfa Filmproductions'],1988-10-21,0,"['Turo Pajala', 'Susanna Haavisto', 'Matti Pellonpää', 'Eetu Hilkamo']",Aki Kaurismäki
1,3,Shadows in Paradise,"['Comedy', 'Drama', 'Romance']","Nikander, a rubbish collector and would-be entrepreneur, finds his plans for success dashed when his business associate dies. One evening, he meets Ilona, a down-on-her-luck cashier, in a local supermarket. Falteringly, a bond begins to develop between them.","['helsinki, finland', 'salesclerk', 'garbage']",74,['FI'],0.8214,413,7.291,['Villealfa Filmproductions'],1986-10-17,0,"['Matti Pellonpää', 'Kati Outinen', 'Sakari Kuosmanen', 'Esko Nikkari']",Aki Kaurismäki
2,5,Four Rooms,['Comedy'],It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"['hotel', ""new year's eve"", 'witch', 'bet', 'sperm', 'hotel room', 'anthology', 'los angeles, california', 'hoodlum', 'multiple storylines', 'woman director']",98,['US'],2.4659,2707,5.866,"['Miramax', 'A Band Apart']",1995-12-09,4000000,"['Tim Roth', 'Jennifer Beals', 'Antonio Banderas', 'Valeria Golino']",Allison Anders
3,6,Judgment Night,"['Action', 'Crime', 'Thriller']","Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.","['drug dealer', 'chicago, illinois', 'escape', 'one night', 'boxing']",109,['US'],1.2903,354,6.5,"['Largo Entertainment', 'JVC', 'Universal Pictures']",1993-10-15,21000000,"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary', 'Stephen Dorff']",Stephen Hopkins
4,11,Star Wars,"['Adventure', 'Action', 'Science Fiction']",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"['empire', 'galaxy', 'rebellion', 'android', 'hermit', 'smuggling (contraband)', 'freedom', 'rebel', 'rescue mission', 'space', 'planet', 'desert', 'super power', 'oppression', 'space opera', 'wizard', 'totalitarianism', 'awestruck', 'excited']",121,['US'],15.2943,21322,8.205,"['Lucasfilm Ltd.', '20th Century Fox']",1977-05-25,11000000,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing']",George Lucas
5,12,Finding Nemo,"['Animation', 'Family']","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","['fish', 'sydney, australia', 'parent child relationship', 'anthropomorphism', 'harbor', 'underwater', 'shark', 'pelican', 'fish tank', 'great barrier reef', 'sea turtle', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short-term memory loss', 'clownfish', 'father son reunion', 'protective father', 'melodramatic']",100,['US'],12.8651,19769,7.817,['Pixar'],2003-05-30,94000000,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe']",Andrew Stanton
6,13,Forrest Gump,"['Comedy', 'Drama', 'Romance']","A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","[""new year's eve"", 'vietnam war', 'vietnam veteran', 'mentally disabled', 'friendship', 'usa president', 'washington dc, usa', 'post-traumatic stress disorder (ptsd)', 'waitress', 'based on novel or book', 'hippie', 'single parent', 'parent child relationship', 'optimism', '1970s', 'drug addiction', 'autism', 'alabama', 'black panther party', 'bus stop', 'family relationships', 'chameleon', 'single mother', 'military', 'anti war protest', 'curious', '1960s', 'college american football', 'mother son relationship', 'america', 'feel-good']",142,['US'],20.7456,28400,8.469,"['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']",1994-06-23,55000000,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']",Robert Zemeckis
7,14,American Beauty,['Drama'],"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.","['estate agent', 'adultery', 'coming out', 'first time', 'virgin', 'cheating', 'parent child relationship', 'age difference', 'midlife crisis', 'cheerleader', 'dark comedy', 'rose', 'satire', 'dysfunctional family', 'suburbia', 'coming of age', 'sexual fantasy', 'dysfunctional marriage', 'marijuana', 'loneliness', 'love affair', 'biting', 'exercise', 'extramarital affair', 'realtor', 'voyeurism', 'quitting a job', 'neighborhood', 'retired army man', 'closeted homosexual', 'singing in a car', 'gay theme', 'existential', 'teenager', 'camcorder']",122,['US'],6.8879,12450,8.007,"['DreamWorks Pictures', 'Jinks/Cohen Company']",1999-09-15,15000000,"['Kevin Spacey', 'Annette Bening', 'Thora Birch', 'Wes Bentley']",Sam Mendes
8,15,Citizen Kane,"['Mystery', 'Drama']","Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","['media tycoon', 'florida', 'art collector', 'newspaper', 'capitalist', 'journalist', 'sleigh', 'banker', 'american dream', 'failure', 'money', 'black and white', 'told in flashback', 'snowglobes', 'kids', 'serious', 'based on real person']",119,['US'],3.6859,5709,7.999,"['Mercury Productions', 'RKO Radio Pictures']",1941-04-17,839727,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins']",Orson Welles
9,16,Dancer in the Dark,"['Drama', 'Crime']","Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles – even if just for a moment – by dreaming up little numbers to the rhythmic beats of her surroundings.","['factory worker', 'dying and death', 'individual', 'immigrant', 'blindness and impaired vision', 'dancing', 'eye operation', 'small town', 'naivety', 'hereditary disease', 'robbery', 'court', 'musical', 'female friendship', 'murder', 'debt', 'execution', 'police officer', 'trailer', 'daydreaming', 'coping mechanisms', 'mother son relationship']",140,['DK'],2.8152,1877,7.866,"['Zentropa Entertainments', 'DR', 'SVT Drama', 'ARTE', 'France 3 Cinéma', 'Blind Spot Pictures', 'Liberator Productions', 'Íslenska kvikmyndasamsteypan', 'Pain Unlimited Filmproduktion', 'Trust Film Svenska', 'Cinematograph', 'What Else?', 'ARTE France Cinéma', 'Film i Väst', 'WDR']",2000-09-01,12500000,"['Björk', 'Catherine Deneuve', 'David Morse', 'Peter Stormare']",Lars von Trier
10,18,The Fifth Element,"['Science Fiction', 'Action', 'Adventure']","In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","['new york city', 'flying car', 'taxi', 'egypt', 'race against time', 'saving the world', 'cyborg', 'dystopia', 'anti hero', 'stowaway', 'space travel', 'chosen one', 'arms dealer', 'alien life-form', 'end of the world', 'priest', 'shootout', 'police chase', 'cab driver', 'cyberpunk', 'archaeologist', 'space opera', 'military', 'opera singer', 'futuristic city', 'ancient evil', 'cruise liner', 'hieroglyphics', 'spaceship', 'good versus evil', 'science fantasy', 'amused']",126,['FR'],8.2954,11102,7.555,['Gaumont'],1997-05-02,90000000,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm']",Luc Besson
11,19,Metropolis,"['Drama', 'Science Fiction']","In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.","['future', 'metropolis', 'class society', 'man vs machine', 'underground world', 'tower of babel', 'based on novel or book', 'inventor', 'dystopia', 'delirium', 'mad scientist', 'prophet', 'steampunk', 'grim reaper', 'black and white', 'robot', 'destruction', 'silent film', 'nostalgic', 'expressionism', 'seven deadly sins', 'depravity', 'mob justice', 'downtrodden', 'saviour', 'social unrest', 'german expressionism', 'mediator', 'cautionary', 'dramatic', 'suspenseful']",153,['DE'],3.267,2899,8.106,['UFA'],1927-02-06,5300000,"['Gustav Fröhlich', 'Brigitte Helm', 'Alfred Abel', 'Rudolf Klein-Rogge']",Fritz Lang
12,20,My Life Without Me,"['Drama', 'Romance']",A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,"['dying and death', 'daughter', 'farewell', 'night shift', 'secret love', 'parent child relationship', 'responsibility', 'woman director']",106,['CA'],1.1791,476,6.061,"['El Deseo', 'Milestone Productions']",2003-03-07,2500000,"['Sarah Polley', 'Amanda Plummer', 'Scott Speedman', 'Mark Ruffalo']",Isabel Coixet
13,22,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']","After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves.","['blacksmith', 'gold', 'exotic island', 'governor', 'skeleton', 'jamaica', 'british empire', 'pirate', 'swashbuckler', '18th century', 'caribbean sea', 'aftercreditsstinger', 'pirate ship', 'british navy', 'tortuga', 'based on theme park ride', 'hilarious', 'enthusiastic', 'euphoric']",143,['US'],20.2398,21264,7.811,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",2003-07-09,140000000,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley']",Gore Verbinski
14,24,Kill Bill: Vol. 1,"['Action', 'Crime']","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","['martial arts', 'japan', 'kung fu', 'showdown', 'coma', 'sword', 'asia', 'yakuza', 'bride', 'sword fight', 'revenge', 'vigilante', 'female yakuza', 'animated scene', 'wedding', 'samurai sword', 'eye patch', 'retribution', 'somber', 'pessimistic']",111,['US'],11.6526,17999,7.97,"['Miramax', 'A Band Apart', 'Super Cool ManChu']",2003-10-10,30000000,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah']",Quentin Tarantino
15,25,Jarhead,"['Drama', 'War']","Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.","['california', 'gulf war', 'saudi arabia', 'petrol', 'marine corps', 'kuwait', 'based on memoir or autobiography', 'u.s. marine', 'anti war', 'desert storm', 'harsh']",123,['US'],3.3892,2981,6.672,"['Red Wagon Entertainment', 'Neal Street Productions']",2005-11-04,72000000,"['Jake Gyllenhaal', 'Jamie Foxx', 'Peter Sarsgaard', 'Scott MacDonald']",Sam Mendes
16,27,9 Songs,"['Drama', 'Music', 'Romance']","Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.","['london, england', 'concert', ""rock 'n' roll"", 'sexuality', 'orgasm', 'cocaine', 'blow job', 'man woman relationship', 'condom', 'love', 'sexual fantasy', 'pubic hair', 'breast', 'ejaculation', 'american', 'couple', 'desire', 'sexual desire', 'cunnilingus', 'naked', 'exchange student', 'rock concert', 'british man', 'nude', 'drug', 'small tits', 'woman tied to a bed', 'sex', 'sexual', 'vulva', 'rock', 'unsimulated sex', 'intense', 'erect penis']",69,"['GB', 'US']",7.5345,536,5.555,['Revolution Films'],2004-07-16,1000000,"[""Kieran O'Brien"", 'Margo Stilley', 'Courtney Taylor-Taylor', 'Alex Kapranos']",Michael Winterbottom
17,28,Apocalypse Now,"['Drama', 'War']","At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","['guerrilla warfare', 'epic', 'vietnam war', 'journalist', 'mission', 'vietnam', 'vietcong', 'central intelligence agency (cia)', 'cambodia', 'army', 'drug abuse', 'based on novel or book', 'secret mission', 'insanity', 'surrealism', 'tribe', 'green beret', 'jungle', 'descent into madness', 'brutality', 'riverboat', 'military', 'macabre', 'anti war', 'absurd', 'awestruck', 'commanding', 'distressing']",147,['US'],8.3307,8555,8.272,"['United Artists', 'American Zoetrope']",1979-05-19,31500000,"['Martin Sheen', 'Marlon Brando', 'Frederic Forrest', 'Albert Hall']",Francis Ford Coppola
18,33,Unforgiven,['Western'],"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","['prostitute', 'sheriff', 'right and justice', 'regret', 'wyoming, usa', 'kansas, usa', 'revenge', 'mutilation', 'one last job', 'reputation', '19th century', 'englishman', 'pig farmer']",130,['US'],4.9649,4625,7.912,"['Warner Bros. Pictures', 'Malpaso Productions']",1992-08-07,14400000,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Jaimz Woolvett']",Clint Eastwood
19,35,The Simpsons Movie,"['Animation', 'Comedy', 'Family']","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","['garbage', 'pollution', 'quarantine', 'environmental protection agency', 'parent child relationship', 'villain', 'dysfunctional family', 'dysfunctional marriage', 'alaska', 'fugitive', 'ecology', 'first love', 'angry mob', 'duringcreditsstinger', 'dome', 'wanted', 'based on tv series', 'lighthearted']",87,['US'],9.3382,8212,7.012,"['Gracie Films', '20th Century Fox']",2007-07-25,75000000,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith']",David Silverman
20,38,Eternal Sunshine of the Spotless Mind,"['Science Fiction', 'Drama', 'Romance']","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['new york city', 'regret', 'jealousy', 'deja vu', 'amnesia', 'dreams', 'operation', 'relationship problems', 'love', 'memory', 'brainwashing', 'relationship', 'heartbreak', 'nonlinear timeline', '2000s', 'memory manipulation', 'joyful']",108,['US'],12.3045,15550,8.092,"['Focus Features', 'Anonymous Content', 'This is that']",2004-03-19,20000000,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo']",Michel Gondry
21,55,Amores Perros,"['Drama', 'Thriller']","A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.","['daughter', 'secret love', 'homeless person', 'mexico city, mexico', 'money', 'dog fighting', 'dog', 'nonlinear timeline', 'multiple storylines', 'new mexican cinema', 'commanding']",154,['MX'],2.9984,2715,7.628,"['Altavista Films', 'Zeta Film']",2000-06-16,2000000,"['Emilio Echevarría', 'Gael García Bernal', 'Vanessa Bauche', 'Goya Toledo']",Alejandro González Iñárritu
22,58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']","Captain Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.","['witch', 'daughter', 'ship', 'exotic island', 'bondage', 'monster', 'captain', 'fortune teller', 'compass', 'sword fight', 'pirate', 'cannibal', 'swashbuckler', 'kraken', 'aftercreditsstinger', 'based on theme park ride']",151,['US'],18.2784,16446,7.367,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",2006-07-06,200000000,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård']",Gore Verbinski
23,59,A History of Violence,"['Drama', 'Thriller', 'Crime']",An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,"['small town', 'hero', 'robbery', 'indiana, usa', 'distrust', 'philadelphia, pennsylvania', 'dual identity', 'double life', 'fight', 'identity', 'self-defense', 'marriage', 'diner', 'mistaken identity', 'family relationships', 'irish mob', 'revenge', 'mobster', 'lawyer', 'attempted robbery', 'based on graphic novel']",96,"['CA', 'DE', 'GB', 'US']",2.9729,3433,7.2,"['New Line Cinema', 'BenderSpink', 'Media I! Filmproduktion München & Company']",2005-09-23,32000000,"['Viggo Mortensen', 'Maria Bello', 'Ed Harris', 'William Hurt']",David Cronenberg
24,62,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","['man vs machine', 'moon', 'jupiter', 'artificial intelligence (a.i.)', 'based on novel or book', 'technology', 'super computer', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station', 'space opera', 'philosophical', 'complex', '2000s', 'dreary', 'ai rebellion', 'tense', 'audacious', 'baffled', 'excited']",149,"['US', 'GB']",6.9678,11931,8.065,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer']",1968-04-02,12000000,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain']",Stanley Kubrick
25,63,Twelve Monkeys,"['Science Fiction', 'Thriller', 'Mystery']","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.","['biological weapon', 'philadelphia, pennsylvania', 'schizophrenia', 'stockholm syndrome', 'airplane', 'world war i', 'underground', 'insanity', 'asylum', 'paranoia', 'prison cell', 'dystopia', 'pimp', 'lion', 'post-apocalyptic future', 'time travel', 'florida keys', 'mental breakdown', 'melancholy', 'past', 'dormitory', 'insane asylum', 'cockroach', 'volunteer', 'drug use', 'flashback', 'remake', 'psychiatric hospital', 'jail', 'mental institution', 'alternate history', 'disease', 'lethal virus', 'paradox', 'psychiatrist', 'monkey', 'epidemic', 'trapped', 'falling down stairs', 'street life', 'nonlinear timeline', 'medical research', 'tooth', 'pantyhose', 'gas mask', 'psychosis', ""child's point of view"", 'subterranean', 'virus', 'mysterious', 'recurring dream', '1990s', 'reflective', 'escaped animal', 'future noir', '2030s', 'inspirational', 'suspenseful', 'critical', 'intense', 'complicated', 'ominous']",129,['US'],6.6927,8627,7.601,"['Universal Pictures', 'Atlas Entertainment', 'Classico', 'Twelve Monkeys Productions']",1995-12-29,29000000,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer']",Terry Gilliam
26,64,Talk to Her,"['Drama', 'Romance']",Two men share an odd friendship while they care for two women who are both in deep comas.,"['dying and death', 'journalist', 'friendship', 'suicide', 'rape', 'coma', 'bullfighting', 'spain', 'sexual abuse', 'madrid, spain', 'pregnancy', 'car crash', 'matador (bullfighter)', 'hospital']",112,['ES'],1.525,1349,7.589,"['Vía Digital', 'El Deseo', 'Atresmedia']",2002-03-15,0,"['Leonor Watling', 'Rosario Flores', 'Javier Cámara', 'Darío Grandinetti']",Pedro Almodóvar
27,65,8 Mile,"['Drama', 'Music']","For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.","['individual', 'adolescence', 'rap music', 'hip-hop', 'rhyme battle', 'trailer park', 'street gang', 'ethnic stereotype', 'rapper', 'ghetto', 'single', 'detroit, michigan', 'semi autobiographical', '1990s', 'battle rap']",111,['US'],6.5969,7476,7.142,"['Mikona Productions', 'Imagine Entertainment']",2002-11-08,41000000,"['Eminem', 'Kim Basinger', 'Mekhi Phifer', 'Brittany Murphy']",Curtis Hanson
28,66,Absolute Power,"['Crime', 'Drama', 'Action']","A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.","['daughter', 'rape', 'assassination', 'usa president', 'washington dc, usa', 'government', 'corruption', 'the white house', 'politics', 'attempted murder', 'attempted robbery', 'secret service', 'witness to a crime', 'u.s. secret service agent', 'father daughter relationship', 'shot to death']",121,['US'],1.7892,1142,6.646,"['Castle Rock Entertainment', 'Malpaso Productions']",1997-02-14,50000000,"['Clint Eastwood', 'Gene Hackman', 'Ed Harris', 'Laura Linney']",Clint Eastwood
29,68,Brazil,"['Comedy', 'Science Fiction']","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","['dreams', 'government', 'bureaucracy', 'police state', 'great britain', 'technology', 'dystopia', 'office', 'dark comedy', 'satire', 'surrealism', 'steampunk', 'terrorism', 'bombing', 'job promotion', 'repairman', 'disturbed', 'christmas', 'incredulous', 'ambiguous', 'baffled']",143,['GB'],3.7192,3443,7.666,['Embassy International Pictures'],1985-02-20,15000000,"['Jonathan Pryce', 'Robert De Niro', 'Katherine Helmond', 'Ian Holm']",Terry Gilliam
30,69,Walk the Line,"['Drama', 'Music', 'Romance']","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.","['prison', 'adultery', 'concert', 'music record', 'country music', 'guitar', 'germany', 'loss of loved one', 'marriage', 'biography', 'single', 'biting', 'accident', '1960s', 'apathetic', 'condescending', 'cruel']",136,['US'],2.7748,2970,7.503,"['Mars Media Beteiligungs', 'Tree Line Films', 'Catfish Productions', 'Fox 2000 Pictures']",2005-09-13,28000000,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin', 'Robert Patrick']",James Mangold
31,70,Million Dollar Baby,['Drama'],"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.","['dying and death', 'transporter', 'strong woman', 'stroke of fate', 'advancement', 'sports', 'fight', 'suicide attempt', 'boxer', 'training', 'tragedy', 'female protagonist', 'brutality', 'boxing trainer', 'unlikely friendship', 'female boxing', 'knockout', 'euthanasia', 'determination', 'boxing']",132,['US'],4.8329,9882,7.955,"['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'ASR Productions', 'Warner Bros. Pictures']",2004-12-05,30000000,"['Clint Eastwood', 'Hilary Swank', 'Morgan Freeman', 'Jay Baruchel']",Clint Eastwood
32,71,Billy Elliot,"['Drama', 'Comedy', 'Music']","County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.","['dancing', 'friendship', 'dreams', 'dancing class', 'northern england', ""workers' quarter"", 'strike', 'small person', 'homophobia', 'hope', 'mentor', 'sadness', 'socialism', 'youngster', 'letter', 'ballet dancer', 'street riots', 'coming of age', 'ballet', 'young boy', 'cross dressing', 'crying', 'single father', 'audition', 'dance class', 'retrospective', 'lgbt', 'revolt', 'ballet school', 'emotional vulnerability', 'helping children', 'smart kid', 'street kid', 'dance teacher', '1980s', 'miners strike', 'father son relationship', '80s throwback', 'ballet dancing', 'gay theme', 'late 20th century', 'teen playing kid', 'ya', 'generational divide', 'celebratory']",110,['GB'],3.6159,3925,7.596,"['StudioCanal', 'BBC Film', 'Tiger Aspect', 'Arts Council of England', 'Working Title Films', 'Universal Pictures', 'WT² Productions']",2000-09-28,5000000,"['Jamie Bell', 'Gary Lewis', 'Julie Walters', 'Jean Heywood']",Stephen Daldry
33,73,American History X,['Drama'],"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","['prison', 'neo-nazism', 'rape', 'skinhead', 'sibling relationship', 'swastika', 'nazi', 'brother', 'fascism', 'tragedy', 'jail', 'school', 'los angeles, california', 'family', 'xenophobia', 'interracial friendship', 'nazism', 'disturbed', 'violence', 'crime', 'distressing']",119,['US'],5.2398,11942,8.337,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",1998-07-01,20000000,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien']",Tony Kaye
34,74,War of the Worlds,"['Adventure', 'Thriller', 'Science Fiction']","Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['daughter', 'new jersey', 'post-traumatic stress disorder (ptsd)', 'airplane', 'based on novel or book', 'underground', 'dystopia', 'alien', 'survival', 'disaster', 'apocalypse', 'creature', 'alien invasion', 'human subjugation']",117,['US'],7.0415,8654,6.521,"['Paramount Pictures', 'DreamWorks Pictures', 'Amblin Entertainment', 'Cruise/Wagner Productions']",2005-06-28,132000000,"['Tom Cruise', 'Dakota Fanning', 'Justin Chatwin', 'Miranda Otto']",Steven Spielberg
35,75,Mars Attacks!,"['Comedy', 'Fantasy', 'Science Fiction']","A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.","['usa president', 'the white house', 'planet mars', 'saving the world', 'cataclysm', 'total destruction', 'laser gun', 'ambassador', 'congress', 'flying saucer', 'dark comedy', 'parody', 'based on comic', 'alien', 'creature', 'alien invasion', 'outer space', 'absurd']",106,['US'],5.5419,5595,6.416,"['Warner Bros. Pictures', 'Tim Burton Productions']",1996-12-13,70000000,"['Jack Nicholson', 'Glenn Close', 'Annette Bening', 'Pierce Brosnan']",Tim Burton
36,76,Before Sunrise,"['Drama', 'Romance']","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","['sunrise', 'talking', 'soulmates', 'walking', 'austria', 'vienna, austria', 'semi autobiographical', 'playful', 'lighthearted', 'cliché']",101,['US'],5.5766,4336,7.966,"['Castle Rock Entertainment', 'Detour Filmproduction', 'Filmhaus Films']",1995-01-27,2500000,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl']",Richard Linklater
