index,movie_id,title,genres,overview,keywords,runtime,origin_country,popularity,vote_count,vote_average,production_companies,release_date,budget,cast,director
1234,3110,Shane,"['Drama', 'Western']","A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.","['friendship', 'showdown', 'based on novel or book', 'gun', 'harassment', 'settler', 'fistfight', 'little boy', 'gunfight', 'homesteader', 'intimidation', 'homestead', 'cattle ranch', 'gunfighter', 'cattleman', 'starting over', 'newcomer', 'adult child friendship', 'land rights']",118,['US'],6.2012,641,7.371,['Paramount Pictures'],1953-04-23,3100000,"['Alan Ladd', 'Jean Arthur', 'Van Heflin', 'Brandon De Wilde']",George Stevens
1235,3111,A Star Is Born,"['Drama', 'Music', 'Romance']","A movie star helps a young singer-actress find fame, even as age and alcoholism send his own career into a downward spiral.","['career', 'husband wife relationship', 'musical', 'alcoholism', 'remake', 'fame', 'los angeles, california', 'partially lost film', 'fading star']",176,['US'],1.9898,310,7.129,"['Transcona Enterprises', 'Warner Bros. Pictures']",1954-10-01,5019770,"['Judy Garland', 'James Mason', 'Jack Carson', 'Charles Bickford']",George Cukor
1236,3112,The Night of the Hunter,"['Crime', 'Drama', 'Thriller']","In Depression-era West Virginia, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.","['prison', 'robbery', 'based on novel or book', 'psychopath', 'widow', 'boat', 'fanatic', 'count', 'money', 'film noir', 'murder', 'religion', 'black and white', 'theft', 'preacher', 'gothic', 'doll', 'hymn', 'children on the run', 'ex-con', 'expressionism', 'stashed cash', 'southern gothic', 'secret', 'bluebeard']",93,['US'],4.1251,1687,7.87,['Paul Gregory Productions'],1955-07-27,795000,"['Robert Mitchum', 'Billy Chapin', 'Sally Jane Bruce', 'Shelley Winters']",Charles Laughton
1237,3114,The Searchers,['Western'],"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.","['brother', 'native american', 'uncle', 'racist', 'prejudice', 'racism', 'massacre', 'desert', 'cavalry', 'reverend', 'comanche', 'technicolor', 'civil war veteran', 'abduction']",119,['US'],3.1889,1479,7.704,"['C.V. Whitney Pictures', 'Warner Bros. Pictures']",1956-05-16,3750000,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Ward Bond']",John Ford
1238,3116,Midnight Cowboy,['Drama'],"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.","['new york city', 'friendship', 'prostitute', 'rape', 'based on novel or book', 'shower', 'texas', 'hustler', 'homelessness', 'rape of a male', 'male homosexuality', 'male prostitution', 'fish out of water', 'gang rape', 'cynical', 'lgbt', 'male bonding', 'polio', '1960s', 'anxious', 'cautionary', 'provocative']",113,['US'],3.1401,1489,7.51,"['Florin Productions', 'Jerome Hellman Productions', 'United Artists']",1969-05-25,3600000,"['Jon Voight', 'Dustin Hoffman', 'Sylvia Miles', 'John McGiver']",John Schlesinger
1239,3121,Nashville,"['Drama', 'Comedy']","The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.","['country music', 'satire', 'music festival', 'candidate', 'nashville, tennessee', 'multiple storylines', 'presidential campaign', 'celebrity worship', 'rally']",160,['US'],0.8564,424,7.2,"['Paramount Pictures', 'ABC Entertainment', 'Jerry Weintraub Productions']",1975-06-11,2200000,"['David Arkin', 'Barbara Baxley', 'Ned Beatty', 'Karen Black']",Robert Altman
1240,3131,Gangs of New York,"['Drama', 'History', 'Crime']","In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.","['rescue', 'immigrant', 'ship', 'fire', 'army', 'pickpocket', 'pig', 'gangster', 'irish-american', 'gang war', 'gang of thieves', 'butcher', 'gang', '19th century', 'grim', 'american history', 'new york city history']",168,['US'],5.6125,6808,7.318,"['Miramax', 'Touchstone Pictures', 'Initial Entertainment Group', 'Alberto Grimaldi Productions']",2002-12-14,100000000,"['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Jim Broadbent']",Martin Scorsese
1241,3132,Bad Company,"['Action', 'Adventure', 'Comedy', 'Thriller']","When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.","['assassin', 'central intelligence agency (cia)', 'undercover agent', 'ambush', 'espionage', 'hustler', 'nightclub', 'decoy', 'mistaken identity', 'deception', 'twin brother', 'hidden camera', 'betrayal', 'shootout', 'terrorism', 'foot chase', 'silencer', 'surveillance', 'agent', 'impersonation', 'doppelgänger', 'langley virginia', 'odd couple', 'bitter', 'amused', 'compassionate', 'disapproving', 'disgusted']",116,['US'],1.2711,801,5.499,"['Stillking Films', 'Jerry Bruckheimer Films', 'Touchstone Pictures']",2002-06-07,70000000,"['Anthony Hopkins', 'Chris Rock', 'Gabriel Macht', 'Peter Stormare']",Joel Schumacher
1242,3133,Badlands,"['Crime', 'Drama', 'Romance']",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,"['mass murder', 'based on true story', 'fugitive', 'on the run', 'on the road', 'killing spree', 'south dakota', 'badlands', 'runaway couple', 'fugitive lovers']",94,['US'],1.2816,1244,7.5,"['Pressman-Williams', 'Jill Jakes Production']",1974-01-05,300000,"['Martin Sheen', 'Sissy Spacek', 'Warren Oates', 'Ramon Bieri']",Terrence Malick
1243,3134,Baise-moi,"['Crime', 'Drama', 'Thriller']","Nadine and Manu are two mad women, as tidy as can be, almost perfectionists. They have several things in common: extreme sex, drugs, beer and the trigger. They find the solution to their problems with guns and beware to those who dare to get in their way!","['rape', 'nihilism', 'sadism', ""women's sexual identity"", 'feminism', 'revenge', 'murder', 'woman director', 'depravity', 'new french extremism']",77,['FR'],4.9486,458,4.842,"['Toute Premiere Fois', 'Pan Européenne Productions', 'Canal+']",2000-06-28,0,"['Karen Lancaume', 'Raffaëla Anderson', 'Ouassini Embarek', 'Adama Niane']",Coralie Trinh Thi
1244,3170,Bambi,"['Animation', 'Drama', 'Family']","Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.","['loss of loved one', 'cartoon', 'forest', 'coming of age', 'best friend', 'cartoon rabbit', 'forest fire', 'fawn', 'cartoon deer']",69,['US'],6.8653,5801,7.012,['Walt Disney Productions'],1942-08-14,858000,"['Donnie Dunagan', 'Peter Behn', 'Stan Alexander', 'Cammie King']",David Hand
1245,3172,Bandits,"['Comedy', 'Crime']","After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.","['prison', 'hostage', 'bank manager', 'bank robber', 'motel', 'dark comedy', 'heist', 'money', 'prison break', 'disguises', 'cement truck']",123,['US'],1.5125,1025,6.295,"['Epsilon Motion Pictures', 'Lotus Pictures', 'Baltimore/Spring Creek Pictures', 'Cheyenne Enterprises', 'Metro-Goldwyn-Mayer', 'Hyde Park Entertainment', 'Empire Pictures']",2001-10-12,75000000,"['Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett', 'Troy Garity']",Barry Levinson
1246,3175,Barry Lyndon,"['Drama', 'Romance', 'War', 'History']","An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.","['based on novel or book', 'gambling', 'desertion', 'fencing', 'palace', 'british army', 'opportunist', 'wealth', 'debt', 'duel', 'ireland', 'british soldier', '18th century', 'card playing', 'pistol duel', 'seven years war', 'nobility', 'prussia', 'cautionary']",185,"['US', 'GB']",3.7174,2954,8.0,"['Warner Bros. Pictures', 'Hawk Films', 'Peregrine']",1975-12-18,11000000,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']",Stanley Kubrick
1247,3176,Battle Royale,"['Drama', 'Thriller', 'Action']","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.","['high school', 'friendship', 'suicide', 'island', 'japan', 'based on novel or book', 'asia', 'dystopia', 'gore', 'survival', 'tragedy', 'murder', 'soldier', 'battle', 'death', 'death match', 'school class', 'japanese', 'extreme violence', 'psychological', 'science fiction', 'students', 'suspense', 'death game']",113,['JP'],4.1144,3539,7.284,"['Toei Company', 'WOWOW', 'AM Associates', 'Kobi', 'Nippan Group Holdings', 'MF Pictures', 'GAGA Communications']",2000-12-16,4500000,"['Tatsuya Fujiwara', 'Aki Maeda', 'Takeshi Kitano', 'Taro Yamamoto']",Kinji Fukasaku
1248,3177,Battle Royale II: Requiem,"['Action', 'Thriller']","It's three years after the events of the original Battle Royale, and Shuya Nanahara is now an internationally-known terrorist determined to bring down the government. His terrorist group, Wild Seven, stages an attack that levels several buildings in Tokyo on Christmas Day, killing 8000 people. In order for the government to study the benefits of ""teamwork"", the new students work in pairs, with their collars electronically linked so that if one of them is killed, the other dies as well. They must kill Nanahara in three days - or die.","['island', 'loss of loved one', 'sequel', 'terrorism', 'death game']",155,['JP'],1.4946,494,4.954,"['Fukasaku-gumi', 'Toei Company', 'TV Asahi', 'WOWOW', 'SEGA', 'Toei Video Company', 'Toei Advertising', 'Tokyo FM', 'Nippan Group Holdings', 'GAGA Communications']",2003-07-05,9080000,"['Shugo Oshinari', 'Ai Maeda', 'Tatsuya Fujiwara', 'Ayana Sakai']",Kenta Fukasaku
1249,3179,Beavis and Butt-Head Do America,"['Animation', 'Comedy', 'Adventure', 'Crime', 'Music']","Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.","['hotel', 'sperm', 'washington dc, usa', 'casino', 'fbi', 'sun', 'texas', 'road trip', 'sexual humor', 'crude humor', 'drug trip', 'las vegas', 'adult animation', 'peyote', 'atf', 'based on tv series']",81,['US'],2.1731,726,6.64,"['Paramount Pictures', 'Geffen Pictures', 'MTV Films']",1996-12-20,12000000,"['Mike Judge', 'Bruce Willis', 'Demi Moore', 'Cloris Leachman']",Mike Judge
1250,3291,"Good Night, and Good Luck.","['Drama', 'History']",The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.,"['government', 'telecaster', 'political activism', 'politician', 'based on true story', 'anti-communism', 'black and white', 'mccarthyism', 'tv news anchor', '1950s', 'government witch hunt']",92,['US'],1.5596,1030,7.075,"['Warner Independent Pictures', '2929 Productions', 'Redbus Pictures', 'TFC', 'Participant', 'Section Eight', 'Davis Films']",2005-09-16,7000000,"['David Strathairn', 'Patricia Clarkson', 'George Clooney', 'Jeff Daniels']",George Clooney
1251,3293,Pirates of Silicon Valley,['Drama'],"The story about the men who made the world of technology what it is today, their struggles during college, the founding of their companies, and the ingenious actions they took to build up the global corporate empires of Apple Computer Inc. and Microsoft Corporation.",['biography'],97,['US'],1.3026,560,7.072,"['Turner Network Television', 'Haft Entertainment', 'St. Nick Productions']",1999-05-10,0,"['Noah Wyle', 'Anthony Michael Hall', 'Joey Slotnick', 'J.G. Hertzler']",Martyn Burke
1252,3309,Mildred Pierce,"['Crime', 'Drama']",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"['daughter', 'infidelity', 'husband wife relationship', 'restaurant', 'snob', 'business woman', 'promise', 'spoiled child', 'film noir', 'murder', 'black and white', 'beach house', 'frame up', 'ex-husband ex-wife relationship', 'told in flashback', 'nightclub singer', 'mother daughter estrangement', 'business partner', 'ungrateful child', 'mother daughter relationship']",111,['US'],1.6813,411,7.62,['Warner Bros. Pictures'],1945-10-20,1453000,"['Joan Crawford', 'Jack Carson', 'Zachary Scott', 'Eve Arden']",Michael Curtiz
1253,3432,Mr. Brooks,"['Crime', 'Thriller']",A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,"['double life', 'businessman', 'photographer', 'psychopath', 'portland, oregon', 'investigation', 'witness', 'alter ego', 'murder', 'serial killer', 'female detective', 'father daughter relationship', 'secret', 'brutal violence']",120,['US'],2.3783,1754,6.932,"['Relativity Media', 'Tig Productions', 'Eden Rock Media', 'Element Pictures']",2007-05-31,20000000,"['Kevin Costner', 'Demi Moore', 'Dane Cook', 'William Hurt']",Bruce A. Evans
1254,3472,Dirty Pretty Things,"['Crime', 'Drama', 'Thriller']",An undocumented immigrant finds a human heart in one of the toilets of the west London hotel where he works with other undocumented immigrants.,"['hotel', 'london, england', 'prostitute', 'night watchman', 'illegal immigration', 'illegal employment', 'immigration law', 'delinquency', 'human heart', 'porter', 'organ trafficking']",97,['GB'],0.9014,456,6.88,"['Miramax', 'BBC Film', 'Celador Productions', 'Jonescompany Productions']",2002-09-05,0,"['Audrey Tautou', 'Chiwetel Ejiofor', 'Sergi López', 'Benedict Wong']",Stephen Frears
1255,3482,The Train,"['War', 'Thriller']","As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.","['france', 'paris, france', 'nazi', 'world war ii', 'painting', 'artwork', 'hijacking of train', 'train crash', 'french resistance', 'black and white', 'art thief', 'art theft', 'nazi train']",133,['US'],1.6591,343,7.5,"['Les Productions Artistes Associés', 'Les Films Ariane', 'Dear Film', 'United Artists', 'Polyphony Digital', 'Vides Cinematografica']",1964-09-24,5800000,"['Burt Lancaster', 'Paul Scofield', 'Jeanne Moreau', 'Suzanne Flon']",John Frankenheimer
1256,3489,88 Minutes,"['Thriller', 'Mystery']","Famed forensic psychiatrist Dr. Jack Gramm enjoys a reputation as one of the most sought-after profilers around. His expert testimony has resulted in the conviction of many criminals, including serial killer Jon Forster. On the eve of Forster's execution, one of Gramm's students is murdered in a vicious copycat crime, and Gramm himself receives an ominous message informing him that he has less than 90 minutes to live.","['court case', 'fbi', 'paranoia', 'seattle, washington', 'manipulation', 'murder', 'serial killer', 'forensic psychiatrist', 'rape and murder', 'series of murders', 'timer', 'death of sister', 'murder investigation', 'death threat', 'real time', 'college student', 'college professor', 'copycat killer', 'suspiciousness', 'sadistic killer', 'college campus', 'death row inmate']",108,['US'],1.0631,1111,5.781,"['TriStar Pictures', 'Brightlight Pictures', 'Family Room Entertainment', 'Randall Emmett/George Furla Productions', 'Millennium Media', 'Nu Image Entertainment', 'Equity Pictures Medienfonds III']",2007-02-14,30000000,"['Al Pacino', 'Alicia Witt', 'Leelee Sobieski', 'Amy Brenneman']",Jon Avnet
1257,3509,A Scanner Darkly,"['Animation', 'Science Fiction', 'Thriller']",An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,"['future', 'california', 'dreams', 'schizophrenia', 'based on novel or book', 'undercover', 'detective', 'dystopia', 'cocaine', 'exam', 'assignment', 'cyberpunk', 'drugs', 'surveillance', 'totalitarian', 'corporation', 'speculative', 'substance', 'condition', 'neo-noir', 'dubious']",100,['US'],1.6735,1822,6.807,"['Warner Independent Pictures', 'Thousand Words', 'Detour Filmproduction', 'Section Eight', '3 Arts Entertainment']",2006-07-07,8700000,"['Keanu Reeves', 'Robert Downey Jr.', 'Woody Harrelson', 'Winona Ryder']",Richard Linklater
1258,3512,Under Siege 2: Dark Territory,"['Action', 'Thriller']","A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.","['pentagon', 'u.s. air force', 'satellite', 'u.s. navy seal', 'train', 'terrorism', 'cyber terrorism', 'action hero', 'good versus evil']",99,['US'],2.0394,948,5.854,"['Regency Enterprises', 'Seagal/Nasso Productions', 'Cutting Edge Films', 'Warner Bros. Pictures', 'JVC']",1995-07-13,60000000,"['Steven Seagal', 'Eric Bogosian', 'Katherine Heigl', 'Morris Chestnut']",Geoff Murphy
1259,3513,Legionnaire,"['Action', 'War', 'Adventure', 'History']","Alain Lefevre is a boxer paid by a Marseille mobster to take a dive. When he wins the fight he attempts to flee to America with the mobster's girlfriend Katrina. This plan fails and he seeks escape by joining the foreign legion. As part of the legion he tangles with abusive lieutenant Steinkampf and bonds with legionnaires Luther, Mackintosh and Rosetti.","['shepherd', 'martial arts', 'rebel', 'morocco', 'foreign legionaire', 'sword fight', 'revenge', 'battlefield', 'gunfight', 'soldier', 'battle', 'desert', 'combat', 'behind enemy lines', '1920s', 'action hero', 'inspirational']",98,['US'],2.2292,569,5.775,['Quadra Entertainment'],1998-12-03,20000000,"['Jean-Claude Van Damme', 'Adewale Akinnuoye-Agbaje', 'Steven Berkoff', 'Nicholas Farrell']",Peter MacDonald
1260,3525,Working Girl,"['Comedy', 'Romance', 'Drama']","Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.","['new york city', 'strong woman', 'love triangle', 'clerk', 'empowerment', 'feminism', 'career woman', 'business', 'female protagonist', 'staten island, new york city', 'working woman', 'female empowerment', 'determination', 'ferry']",114,['US'],3.1941,1002,6.602,['20th Century Fox'],1988-12-20,28000000,"['Melanie Griffith', 'Harrison Ford', 'Sigourney Weaver', 'Alec Baldwin']",Mike Nichols
1261,3529,The Thin Man,"['Comedy', 'Mystery', 'Crime']",A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,"['husband wife relationship', 'police', 'detective', 'mistress', 'dinner', 'black and white', 'wedding', 'dog', 'police detective', 'screwball comedy', 'private detective', 'missing person', 'pre-code', 'terrier', 'thin man', 'x-ray', 'christmas']",91,['US'],0.8657,490,7.498,"['Metro-Goldwyn-Mayer', 'Cosmopolitan Productions']",1934-05-25,226408,"['William Powell', 'Myrna Loy', ""Maureen O'Sullivan"", 'Nat Pendleton']",W.S. Van Dyke
1262,3536,U-571,"['War', 'Action', 'Adventure']","In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.","['mission', 'submarine', 'world war ii', 'north atlantic', 'enigma machine', 'adoring']",116,['US'],1.9381,1276,6.509,"['Universal Pictures', 'StudioCanal', 'The De Laurentiis Company']",2000-04-20,62000000,"['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi']",Jonathan Mostow
1263,3537,Fame,"['Drama', 'Music']",A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,"['new york city', 'dance', 'dance performance', 'musical', 'rivalry', 'audition', 'dancing in the street', 'dance school', 'performing arts']",134,['US'],1.3307,476,6.425,['Metro-Goldwyn-Mayer'],1980-05-16,8500000,"['Irene Cara', 'Barry Miller', 'Maureen Teefy', 'Paul McCrane']",Alan Parker
1264,3543,Bagdad Cafe,"['Comedy', 'Drama']","A German woman named Jasmin stumbles upon a dilapidated motel/diner in the middle of nowhere. Her unusual appearance and demeanor are at first suspicious to Brenda, the exasperated owner who has difficulty making ends meet. But when an unlikely magic sparks between the two women, this lonely desert outpost is transformed into a thriving and popular oasis.","['cleaning lady', 'motel', 'magic show', 'highway', 'wilderness', 'rosenheim', 'mysterious woman', 'deserted by husband', 'portrait painting', 'truck stop', 'german abroad', 'stranded traveler', 'california desert', 'friendship between women', 'popular character', 'helping people']",108,['DE'],2.8906,413,7.212,"['Pro-ject Filmproduktion', 'Pelemele Film', 'BR', 'HR']",1987-11-12,0,"['Marianne Sägebrecht', 'CCH Pounder', 'Jack Palance', 'Christine Kaufmann']",Percy Adlon
1265,3549,After the Wedding,['Drama'],"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.","['daughter', 'copenhagen, denmark', 'marriage crisis', 'orphanage', 'wealth', 'wedding', 'india', 'family', 'woman director', 'fear of dying']",124,['DK'],1.0298,443,7.138,"['Zentropa Entertainments', 'After The Wedding', 'Sigma Films', 'SVT', 'Det Danske Filminstitut', 'Nordisk Film Denmark', 'Invicta Capital']",2006-02-24,0,"['Mads Mikkelsen', 'Stine Fischer Christensen', 'Sidse Babett Knudsen', 'Rolf Lassgård']",Susanne Bier
1266,3558,"Girl, Interrupted",['Drama'],"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","['based on novel or book', 'escape', 'suicide attempt', 'identity', 'insanity', 'female friendship', 'based on true story', 'borderline personality disorder', 'psychiatric hospital', 'mental institution', 'female protagonist', 'based on memoir or autobiography', 'psychiatrist', 'mental illness', 'psychiatric ward', 'meditative', '1960s', 'introspective', 'compassionate', 'gentle']",127,['US'],6.3135,3949,7.567,"['Red Wagon Entertainment', 'Columbia Pictures']",1999-12-21,40000000,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall', 'Brittany Murphy']",James Mangold
1267,3563,I Now Pronounce You Chuck & Larry,"['Comedy', 'Romance']","Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core—which is why when widower Larry asks Chuck to pose as his lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.","['coming out', 'new york city', 'single parent', 'homophobia', 'fraud', 'single', 'gay marriage', 'insurance policy', 'firefighter', 'masculinity', 'pretend relationship', 'pretending to be gay', 'gay theme', 'fire department']",115,['US'],4.08,2409,6.086,"['Universal Pictures', 'Happy Madison Productions']",2007-07-12,85000000,"['Adam Sandler', 'Kevin James', 'Jessica Biel', 'Dan Aykroyd']",Dennis Dugan
1268,3573,Emma,"['Romance', 'Comedy', 'Drama']","Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly.","['london, england', 'based on novel or book', 'england', 'etiquette', 'victorian england', 'best friend', 'young woman', 'courting', '19th century', 'wealth differences', 'matchmaker', 'english countryside', 'meddling friend']",121,['US'],1.7016,633,6.639,"['Miramax', 'Haft Entertainment', 'Matchmaker Films']",1996-08-02,6000000,"['Gwyneth Paltrow', 'Jeremy Northam', 'Toni Collette', 'Alan Cumming']",Douglas McGrath
1269,3580,Changeling,"['Crime', 'Drama', 'Mystery']","Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption.","['biography', 'based on true story', 'clergyman', 'child in peril', 'police corruption', 'los angeles, california', 'single mother', 'street urchin', 'missing child', 'mental asylum', 'mental hospital', 'shock treatment', '1920s', 'missing son', 'mother son relationship', 'desperate woman', 'disbelieving cop', 'child abduction', 'telephone switchboard operator', 'female hysteria', 'police coverup', 'apathetic']",141,['US'],2.6006,4279,7.587,"['Universal Pictures', 'Imagine Entertainment', 'Relativity Media', 'Malpaso Productions']",2008-10-24,55000000,"['Angelina Jolie', 'John Malkovich', 'Jeffrey Donovan', 'Michael Kelly']",Clint Eastwood
1270,3594,The Number 23,"['Thriller', 'Mystery', 'Crime']","Animal control officer Walter Sparrow becomes obsessed with a novel that he believes was written about him, as more and more similarities between himself and his literary alter ego seem to arise.","['hotel room', 'suicide', 'based on novel or book', 'obsession', 'sadomasochism', 'psychological thriller', 'killer', 'family', 'numbers']",98,['US'],1.8429,3315,6.417,"['Firm Films', 'New Line Cinema', 'Contrafilm']",2007-02-23,30000000,"['Jim Carrey', 'Virginia Madsen', 'Logan Lerman', 'Danny Huston']",Joel Schumacher
1271,3595,Ransom,"['Action', 'Thriller']","When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.","['ransom', 'loss of loved one', 'hostage', 'yellow press', 'fbi', 'baby-snatching', 'police corruption', 'terrorism', 'millionaire', 'child kidnapping', 'negotiator']",121,['US'],2.4816,1932,6.679,"['Touchstone Pictures', 'Imagine Entertainment']",1996-11-08,80000000,"['Mel Gibson', 'Rene Russo', 'Gary Sinise', 'Delroy Lindo']",Ron Howard
1272,3597,I Know What You Did Last Summer,"['Horror', 'Thriller', 'Mystery']","After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure.","['high school', 'police', 'blackmail', 'fisherman', 'cover-up', 'friends', 'revenge', 'murder', 'pageant', 'slasher', 'hook', 'killer', 'nostalgic', 'teen scream']",102,['US'],21.114,2957,5.981,"['Summer Knowledge LLC', 'Mandalay Entertainment', 'Columbia Pictures', 'Original Film']",1997-10-17,17000000,"['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe', 'Freddie Prinze Jr.']",Jim Gillespie
1273,3600,I Still Know What You Did Last Summer,"['Horror', 'Mystery', 'Thriller']","Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.","['island', 'competition', 'fisherman', 'bahamas', 'college', 'radio', 'knife', 'vacation', 'revenge', 'murder', 'marijuana', 'resort', 'slasher', 'storm', 'hook', 'killer', 'ridiculous', 'teen scream']",100,['US'],11.9673,1566,5.369,"['Summer Knowledge LLC', 'Columbia Pictures', 'Mandalay Entertainment']",1998-11-13,65000000,"['Jennifer Love Hewitt', 'Freddie Prinze Jr.', 'Brandy Norwood', 'Mekhi Phifer']",Danny Cannon
1274,3602,I'll Always Know What You Did Last Summer,['Horror'],"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.","['loss of loved one', 'fireworks', 'colorado', 'baseball bat', 'sequel', 'slasher', 'chainsaw', 'cell phone', 'fourth of july', 'suicide note', 'blow torch', 'rock concert', 'garbage dumpster', 'absurd', 'teen scream']",92,['US'],8.6037,421,4.3,['Screen Gems'],2006-06-24,0,"['Brooke Nevin', 'David Paetkau', 'Torrey DeVitto', 'Ben Easter']",Sylvain White
1275,3603,Black Sheep,"['Horror', 'Comedy']",A genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines.,"['farm', 'sheep', 'new zealand', 'dark comedy', 'sheep farm', 'animal horror', 'genetic mutation', 'genetic modification', 'genetic experiment', 'horror']",86,['NZ'],1.2433,773,5.772,"['New Zealand Film Commission', 'Live Stock Films', 'Escapade Pictures', 'Singlet Films', 'The Daesung Group', 'Weta Workshop', 'Weta Digital', 'Icon Productions', 'Icon Entertainment International']",2007-03-29,0,"['Nathan Meister', 'Peter Feeney', 'Danielle Mason', 'Tandi Wright']",Jonathan King
